Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
8/14/18,261.9696931,263.1271302,261.562273,262.8771057,43842000,14,1,33,8,2018
8/15/18,261.4696379,261.6177932,259.4140288,260.9140625,102925400,15,2,33,8,2018
8/16/18,262.4141688,263.9327401,262.3771229,263.0252991,69967900,16,3,33,8,2018
8/17/18,262.8122742,264.4141772,262.3863452,263.9512024,65618500,17,4,33,8,2018
8/20/18,264.4234516,264.7938258,263.9512083,264.5160522,39807500,20,0,34,8,2018
8/21/18,265.053051,266.0345552,264.5530303,265.1363831,67272000,21,1,34,8,2018
8/22/18,264.7105011,265.5253413,264.4326992,264.9790344,44993300,22,2,34,8,2018
8/23/18,264.7937698,265.6919419,264.2937492,264.6271057,49204900,23,3,34,8,2018
8/24/18,265.2290147,266.3679429,265.17346,266.2197876,57487400,24,4,34,8,2018
8/27/18,267.4697388,268.4327342,267.3030747,268.3216248,57072400,27,0,35,8,2018
8/28/18,268.8030699,268.9142076,267.9697212,268.4512329,46943500,28,1,35,8,2018
8/29/18,268.6735831,270.1365712,268.4235868,269.8958435,61485500,29,2,35,8,2018
8/30/18,269.3957524,269.7846353,268.1827608,268.8031311,61229500,30,3,35,8,2018
8/31/18,268.3771806,269.2753526,267.8679197,268.8123779,66140800,31,4,35,8,2018
9/4/18,268.3772341,268.719831,267.3031292,268.3494568,57594400,4,1,36,9,2018
9/5/18,267.9790932,268.1920718,266.5716599,267.6272278,72452400,5,2,36,9,2018
9/6/18,267.7383058,268.0531252,265.7475199,266.8216248,65909900,6,3,36,9,2018
9/7/18,265.7290164,267.3216508,265.4789919,266.3031006,73524800,7,4,36,9,2018
9/10/18,267.3586758,267.6364776,266.5623727,266.7660828,50210900,10,0,37,9,2018
9/11/18,266.0901632,268.1087268,265.7290575,267.645752,50530500,11,1,37,9,2018
9/12/18,267.6550166,268.3402103,266.8864908,267.7105713,59810800,12,2,37,9,2018
9/13/18,268.8216997,269.4883846,268.525389,269.2939148,51034200,13,3,37,9,2018
9/14/18,269.5069046,269.7013462,268.5254003,269.3402405,55079900,14,4,37,9,2018
9/17/18,269.2846918,269.3217095,267.627234,267.9142761,68244000,17,0,38,9,2018
9/18/18,268.136513,269.9884125,268.1087357,269.368042,61930400,18,1,38,9,2018
9/19/18,269.4235724,270.0902573,269.2939259,269.6550598,49080600,19,2,38,9,2018
9/20/18,270.9699044,272.1736275,269.6735523,271.840271,100360600,20,3,38,9,2018
9/21/18,272.6150799,272.7360028,271.4245003,271.5919189,105479700,21,4,38,9,2018
9/24/18,270.9873493,271.1361753,270.0851111,270.6896973,53409600,24,0,39,9,2018
9/25/18,271.1640772,271.2756896,270.1874402,270.4385681,44370000,25,1,39,9,2018
9/26/18,270.5874084,271.8244839,269.1921965,269.629364,79739700,26,2,39,9,2018
9/27/18,270.1223435,271.5175555,269.834002,270.382782,59249500,27,3,39,9,2018
9/28/18,269.7316008,270.9314907,269.6944156,270.410614,70091400,28,4,39,9,2018
10/1/18,271.703558,272.4662807,270.6525222,271.3501282,62078900,1,0,40,10,2018
10/2/18,271.1919861,271.9360877,270.8013426,271.1919861,47258200,2,1,40,10,2018
10/3/18,272.2895542,272.7267218,270.9687695,271.3408203,64694600,3,2,40,10,2018
10/4/18,270.8384681,270.8942743,267.5643818,269.2200317,111545900,4,3,40,10,2018
10/5/18,269.4525857,269.9920551,266.2249948,267.7132263,105951700,5,4,40,10,2018
10/8/18,266.9969995,268.0852771,265.5552921,267.7132263,87742200,8,0,41,10,2018
10/9/18,267.3132887,268.680569,266.7365773,267.3225708,74339000,9,1,41,10,2018
10/10/18,266.792348,266.8667751,258.4676025,258.8582458,214731000,10,2,41,10,2018
10/11/18,257.7234926,259.4163563,251.4729431,253.1565247,274840500,11,3,41,10,2018
10/12/18,257.4350878,257.7327397,253.3424735,256.6723938,183186500,12,4,41,10,2018
10/15/18,256.3004154,257.6863452,255.1377389,255.2307587,102263700,15,0,42,10,2018
10/16/18,257.2771195,261.2023174,256.7841457,260.8116455,118255800,16,1,42,10,2018
10/17/18,260.8487828,261.509175,258.1699718,260.8580933,110626000,17,2,42,10,2018
10/18/18,259.881396,260.5046029,255.7608781,257.0909729,134557500,18,3,42,10,2018
10/19/18,257.770067,259.7884577,256.226029,256.9515381,139901600,19,4,42,10,2018
10/22/18,257.6491595,257.9839968,255.2400968,255.7981873,82415800,22,0,43,10,2018
10/23/18,252.0217148,255.6678516,249.8451599,254.4958649,146352700,23,1,43,10,2018
10/24/18,254.2354762,254.6354585,246.2083817,246.7850647,177806700,24,2,43,10,2018
10/25/18,248.70113,252.8216482,247.6314734,251.2124939,138061500,25,3,43,10,2018
10/26/18,247.3431503,252.0682549,243.9667333,246.794342,201574600,26,4,43,10,2018
10/29/18,250.0219321,251.3706481,241.6971857,245.4270325,160749100,29,0,44,10,2018
10/30/18,245.2503475,249.3894589,244.7387528,249.0639038,157116000,30,1,44,10,2018
10/31/18,251.7427442,254.1425247,251.2497705,251.7241516,128296300,31,2,44,10,2018
11/1/18,252.6263808,254.6075863,251.4916073,254.4029541,99495000,1,3,44,11,2018
11/2/18,255.5562777,256.0027556,250.756746,252.8960876,122634100,2,4,44,11,2018
11/5/18,253.4077361,254.868065,252.3938854,254.2913818,65622500,5,0,45,11,2018
11/6/18,254.2262543,256.0679161,254.1611376,255.9004974,60085900,6,1,45,11,2018
11/7/18,258.1700293,261.4627376,257.7235513,261.3790283,102752100,7,2,45,11,2018
11/8/18,260.5418334,261.5743048,259.7140225,260.9046021,65584900,8,3,45,11,2018
11/9/18,259.5373484,259.7326702,256.8864398,258.3560791,98812600,9,4,45,11,2018
11/12/18,257.8258893,258.0770173,252.9891429,253.5286407,99673600,12,0,46,11,2018
11/13/18,254.0122741,256.0957814,252.3008176,253.0542297,98176600,13,1,46,11,2018
11/14/18,255.0075243,255.4260708,249.6964258,251.324173,125335900,14,2,46,11,2018
11/15/18,250.0033689,254.4308504,248.3570291,253.9471588,135101400,15,3,46,11,2018
11/16/18,252.8031588,255.5563696,252.2636608,254.6076355,126668000,16,4,46,11,2018
11/19/18,253.9750045,254.2819669,249.3429202,250.3009644,103061700,19,0,47,11,2018
11/20/18,246.8222809,248.3477263,244.7666766,245.6689148,136021300,20,1,47,11,2018
11/21/18,247.2873119,248.4872019,246.4967146,246.5059967,75563700,21,2,47,11,2018
11/23/18,244.7945177,246.3199627,244.6922158,244.8596344,42807900,23,4,47,11,2018
11/26/18,247.2129458,249.0453252,246.8036814,248.8127899,79981400,26,0,48,11,2018
11/27/18,247.7338137,249.6499023,247.1013244,249.6499023,75502400,27,1,48,11,2018
11/28/18,250.7660478,255.3981323,249.5847504,255.3981323,127629600,28,2,48,11,2018
11/29/18,254.5889621,256.3004186,253.3983824,254.8401184,82346400,29,3,48,11,2018
11/30/18,254.6819761,256.9794262,254.3471389,256.3934326,98204200,30,4,48,11,2018
12/3/18,260.7000315,260.8116439,258.12355,259.7884827,103176300,3,0,49,12,2018
12/4/18,258.9233616,259.3698395,251.0450657,251.3706207,177986000,4,1,49,12,2018
12/6/18,247.3431809,251.1102418,244.1062791,250.9893188,204185400,6,3,49,12,2018
12/7/18,250.6358973,252.2729553,244.283044,245.1573792,161018900,7,4,49,12,2018
12/10/18,244.9712501,246.6362106,240.55308,245.6223602,151445900,10,0,50,12,2018
12/11/18,248.9616048,249.1569265,244.14348,245.6782074,121504400,11,1,50,12,2018
12/12/18,248.7848762,250.2079911,246.8315739,246.9152832,97976700,12,2,50,12,2018
12/13/18,247.9012302,248.8034684,245.6688969,246.8315735,96662700,13,3,50,12,2018
12/14/18,244.5898917,245.5851495,241.6971666,242.2738495,116961100,14,4,50,12,2018
12/17/18,241.278592,242.4412683,235.8186684,237.5208282,165492300,17,0,51,12,2018
12/18/18,239.2323462,239.9299521,235.5861799,237.260437,134515100,18,1,51,12,2018
12/19/18,237.3441309,241.2786243,231.9307165,233.7072754,214992800,19,2,51,12,2018
12/20/18,232.4050511,234.0420943,227.5590099,229.9029694,252053400,20,3,51,12,2018
12/21/18,230.8432665,233.6219192,224.5187844,225.1923981,255345600,21,4,51,12,2018
12/24/18,223.6393469,225.323381,219.1766743,219.242157,147311600,24,0,52,12,2018
12/26/18,220.7671444,230.3193359,218.6995219,230.3193359,218485400,26,2,52,12,2018
12/27/18,226.9418746,232.2933373,223.5644566,232.0875244,186267300,27,3,52,12,2018
12/28/18,233.5003083,235.2030437,230.5719603,231.788208,153100200,28,4,52,12,2018
12/31/18,233.4815831,234.0709986,231.526239,233.8183899,144299400,31,0,1,12,2018
1/2/19,230.1322268,235.0252835,230.1041607,234.0616302,126925200,2,2,1,1,2019
1/3/19,232.23725,232.5553556,227.97104,228.4762573,144140700,3,3,1,1,2019
1/4/19,231.6384892,236.8028556,231.2455503,236.1292419,142628800,4,4,1,1,2019
1/7/19,236.4099074,239.4598698,235.4743346,237.9910278,103139100,7,0,2,1,2019
1/8/19,240.2738466,240.7322682,237.635524,240.2270508,102512600,8,1,2,1,2019
1/9/19,240.9661431,242.2291722,239.6844129,241.3497314,95006600,9,2,2,1,2019
1/10/19,239.7499145,242.4630701,239.0388699,242.2011108,96823900,10,3,2,1,2019
1/11/19,241.0784007,242.3227285,240.470284,242.2946625,73858100,11,4,2,1,2019
1/14/19,240.3112499,241.6584772,239.8902592,240.8164673,70908200,14,0,3,1,2019
1/15/19,241.2094026,243.903857,241.2000377,243.5764008,85208300,15,1,3,1,2019
1/16/19,244.025428,245.0919946,243.8102645,244.1657867,77636700,16,2,3,1,2019
1/17/19,243.2583265,246.9164201,243.2115307,246.0182495,96118400,17,3,3,1,2019
1/18/19,247.9080951,249.7792407,246.0556507,249.2927246,127900300,18,4,3,1,2019
1/22/19,247.75838,247.9829083,244.2406173,245.9246368,115531200,22,1,4,1,2019
1/23/19,247.0005736,247.7303192,243.8663992,246.4392242,86030300,23,2,4,1,2019
1/24/19,246.2521753,247.178412,245.1949732,246.5702667,59204100,24,3,4,1,2019
1/25/19,248.4974495,249.5172488,246.6730999,248.6565094,96883400,25,4,4,1,2019
1/28/19,246.4205205,246.8321462,244.9235984,246.7666779,85613700,28,0,5,1,2019
1/29/19,246.9163755,247.5057623,245.5691484,246.4392242,66136300,29,1,5,1,2019
1/30/19,248.0204493,251.2200935,247.2252064,250.3406525,92473700,30,2,5,1,2019
1/31/19,250.2751444,253.0444325,250.0505875,252.5392151,104012100,31,3,5,1,2019
2/1/19,252.74498,253.7273485,251.8374732,252.6607819,85782500,1,4,5,2,2019
2/4/19,252.7075544,254.5038667,252.0058748,254.4383698,60744800,4,0,6,2,2019
2/5/19,254.8874319,255.8230046,254.3635135,255.5049133,79552800,5,1,6,2,2019
2/6/19,255.2148408,255.7293943,254.4008973,255.168045,58347800,6,2,6,2,2019
2/7/19,253.4840577,254.0547433,251.0047958,252.735611,95482000,7,3,6,2,2019
2/8/19,251.4352165,253.1473024,250.5744769,253.0444031,75788900,8,4,6,2,2019
2/11/19,253.7273711,253.9986667,252.6327383,253.1847229,68021400,11,0,7,2,2019
2/12/19,254.8687657,256.8334458,254.7939039,256.4405212,72270200,12,1,7,2,2019
2/13/19,257.3105937,258.1526036,256.8708734,257.2731628,65277200,13,2,7,2,2019
2/14/19,256.1410738,257.8812537,255.2896993,256.7024231,83234400,14,3,7,2,2019
2/15/19,258.5549401,259.5373088,258.3397765,259.4998779,97088700,15,4,7,2,2019
2/19/19,258.6671834,260.6318635,258.6578185,259.9489136,59120800,19,1,8,2,2019
2/20/19,259.9114899,260.9499906,259.3875714,260.4728394,76610800,20,2,8,2,2019
2/21/19,259.8086512,260.1828747,258.5456219,259.5466919,64214700,21,3,8,2,2019
2/22/19,260.1921249,261.3615908,259.5278762,261.1557922,78114600,22,4,8,2,2019
2/25/19,262.6434164,263.1860362,261.4271544,261.5113525,69030700,25,0,9,2,2019
2/26/19,261.1464881,262.2410925,260.9312961,261.3242493,56844100,26,1,9,2,2019
2/27/19,260.5757334,261.5768031,259.6027582,261.2119446,56921600,27,2,9,2,2019
2/28/19,260.9873926,261.4458427,260.3886408,260.7254333,69268300,28,3,9,2,2019
3/1/19,262.3720642,262.7837186,260.8564407,262.353363,78880500,1,4,9,3,2019
3/4/19,263.4573195,263.7099139,259.0039836,261.3990479,106494600,4,0,10,3,2019
3/5/19,261.5300036,261.7358308,260.4728019,261.0434875,59114600,5,1,10,3,2019
3/6/19,261.1651518,261.1745166,259.1256098,259.4624023,75039800,6,2,10,3,2019
3/7/19,258.994683,259.1443781,256.4125207,257.2919617,94885100,7,3,10,3,2019
3/8/19,255.3552831,256.9551049,254.8687955,256.7773438,85795800,8,4,10,3,2019
3/11/19,257.5258006,260.6693118,257.4977346,260.5009155,65098900,11,0,11,3,2019
3/12/19,261.0809868,262.0259247,260.8845245,261.4832764,79667500,12,1,11,3,2019
3/13/19,262.409441,264.1870234,262.2410162,263.2140198,80639200,13,2,11,3,2019
3/14/19,263.2421471,263.6818675,262.5872632,263.0456848,67518400,14,3,11,3,2019
3/15/19,263.6217219,265.1909946,263.4243656,264.3452759,81309000,15,4,11,3,2019
3/18/19,264.5708119,265.613887,264.3358884,265.303772,62199800,18,0,12,3,2019
3/19/19,266.4125818,267.2112985,264.4392192,265.3695068,90268100,19,1,12,3,2019
3/20/19,265.1439984,266.4031846,263.4149653,264.5707703,84609200,20,2,12,3,2019
3/21/19,263.7156769,267.981866,263.668675,267.559021,79550400,21,3,12,3,2019
3/22/19,266.1400393,266.685049,262.3436689,262.4094543,122659300,22,4,12,3,2019
3/25/19,262.0523976,263.2928003,260.8965927,262.2121582,85575200,25,0,13,3,2019
3/26/19,264.0445527,265.1627907,262.7007975,264.1667175,68125900,26,1,13,3,2019
3/27/19,264.1573762,264.7682002,261.169156,262.7854309,72224700,27,2,13,3,2019
3/28/19,263.4431876,264.2513106,262.2403806,263.7814636,56238500,28,3,13,3,2019
3/29/19,265.3601637,265.7830087,264.1855463,265.4447327,82186800,29,4,13,3,2019
4/1/19,267.5308215,268.9027664,267.2488962,268.5926514,77617900,1,0,14,4,2019
4/2/19,268.7900591,268.9686033,267.8973384,268.7242737,40070400,2,1,14,4,2019
4/3/19,269.9927827,270.4062502,268.5174569,269.1470642,68243200,3,2,14,4,2019
4/4/19,269.4853953,270.1243802,268.7618414,269.8612671,48997500,4,3,14,4,2019
4/5/19,270.5566547,271.2238293,270.2559458,271.16745,58621700,5,4,14,4,2019
4/8/19,270.7258155,271.4869652,270.0398286,271.3742065,53566300,8,0,15,4,2019
4/9/19,270.3687374,270.7070135,269.4102599,269.9834595,66142300,9,1,15,4,2019
4/10/19,270.4157292,270.9983636,269.983478,270.9043884,52601500,10,2,15,4,2019
4/11/19,271.4117682,271.4211743,270.2371509,270.8291626,55093100,11,3,15,4,2019
4/12/19,272.5111751,272.9528323,270.8761172,272.6615295,69727800,12,4,15,4,2019
4/15/19,272.7367087,272.8400899,271.6466605,272.4830017,49596700,15,0,16,4,2019
4/16/19,273.4038956,273.4602749,272.0413283,272.6615295,52153200,16,1,16,4,2019
4/17/19,273.8267705,273.8549602,271.562105,271.9943848,58268300,17,2,16,4,2019
4/18/19,272.6051598,272.8118936,271.2519985,272.5299683,68708500,18,3,16,4,2019
4/22/19,271.7312828,272.9246837,271.6373077,272.7649231,40160100,22,0,17,4,2019
4/23/19,273.1501611,275.4618283,272.9058603,275.2174988,52246600,23,1,17,4,2019
4/24/19,275.1329462,275.4806283,274.4563655,274.60672,50392900,24,2,17,4,2019
4/25/19,274.5033465,275.1235478,273.197187,274.437561,57770900,25,3,17,4,2019
4/26/19,274.4845491,275.7907085,273.6763976,275.7155457,50916400,26,4,17,4,2019
4/29/19,275.8095206,276.6928351,275.7155455,276.1477966,57197700,29,0,18,4,2019
4/30/19,275.7907208,276.5894662,274.3154233,276.2887573,81111700,30,1,18,4,2019
5/1/19,276.9465484,277.1626883,274.20263,274.2120361,71671900,1,2,18,5,2019
5/2/19,274.0898725,275.0483785,272.0601305,273.6200256,65030200,2,3,18,5,2019
5/3/19,275.1611353,276.5894595,273.7327824,276.2981567,56543700,3,4,18,5,2019
5/6/19,271.8064192,275.6215736,271.4775207,275.1611328,107198100,6,0,19,5,2019
5/7/19,272.6521615,273.2723629,268.5738937,270.56604,144729900,7,1,19,5,2019
5/8/19,270.190155,271.9755675,269.5699537,270.190155,91568300,8,2,19,5,2019
5/9/19,268.0288948,270.002229,266.2152638,269.3726501,103471100,9,3,19,5,2019
5/10/19,268.3953788,271.5151695,265.275588,270.7258301,112429300,10,4,19,5,2019
5/13/19,265.3883425,266.3937931,263.0484854,263.9223938,127290500,13,0,20,5,2019
5/14/19,264.9842021,267.9066643,264.8526599,266.3091736,77003200,14,1,20,5,2019
5/15/19,264.6084318,268.5363459,264.3922918,267.8691711,73956400,15,2,20,5,2019
5/16/19,268.6020692,271.7688327,268.5269063,270.3499146,76749600,16,3,20,5,2019
5/17/19,267.9443128,271.1956454,267.9255006,268.6020813,100353000,17,4,20,5,2019
5/20/19,266.9294024,268.7148147,266.0460879,266.8260498,62877600,20,0,21,5,2019
5/21/19,268.592615,269.6262837,268.3295019,269.2316284,46847100,21,1,21,5,2019
5/22/19,268.2356166,269.4008278,267.9067181,268.4047546,49482500,22,2,21,5,2019
5/23/19,266.0837216,266.1306948,263.6499179,265.1252441,98733800,23,3,21,5,2019
5/24/19,266.6287216,267.0610014,265.0782325,265.7266235,55268100,24,4,21,5,2019
5/28/19,266.0178898,267.0139628,263.2364044,263.255188,70029400,28,1,22,5,2019
5/29/19,262.0899736,262.5128186,260.022636,261.4885559,104972900,29,2,22,5,2019
5/30/19,262.2779522,263.1518893,261.0563616,262.2027893,62523800,30,3,22,5,2019
5/31/19,259.5434316,260.4079338,258.641305,258.6694946,86862800,31,4,22,5,2019
6/3/19,258.7070217,259.8722325,256.620901,258.0116577,96428000,3,0,23,6,2019
6/4/19,260.4079453,263.753253,259.9380984,263.6123047,77231900,4,1,23,6,2019
6/5/19,265.3037098,265.9239111,263.414945,265.8957214,71169700,5,2,23,6,2019
6/6/19,266.2058986,268.3295873,265.5293178,267.6248169,69430400,6,3,23,6,2019
6/7/19,268.6866733,271.4305922,268.5081292,270.302948,74272200,7,4,23,6,2019
6/10/19,271.9192068,273.2817743,271.4493598,271.543335,60799100,10,0,24,6,2019
6/11/19,273.441465,273.8267428,270.8009279,271.4775085,58641300,11,1,24,6,2019
6/12/19,271.2331839,271.8157894,270.4626282,270.9982605,47096300,12,2,24,6,2019
6/13/19,271.9474086,272.4924471,271.2144485,272.1165466,48945200,13,3,24,6,2019
6/14/19,271.8158569,272.4454358,271.0171114,271.8158569,52324700,14,4,24,6,2019
6/17/19,272.0600767,272.7178737,271.7405843,271.9191284,39205700,17,0,25,6,2019
6/18/19,273.8173778,275.8659033,273.4414773,274.766449,85434800,18,1,25,6,2019
6/19/19,274.9074656,275.9411348,273.8926087,275.3867188,78674400,19,2,25,6,2019
6/20/19,278.1869584,278.4406654,275.452446,278.0177917,116570000,20,3,25,6,2019
6/21/19,277.7364675,279.0489799,277.3870943,277.6137085,83309500,21,4,25,6,2019
6/24/19,277.8309162,278.1613857,277.1132661,277.2738037,47582700,24,0,26,6,2019
6/25/19,277.3303684,277.3586952,274.4409227,274.5542297,82028700,25,1,26,6,2019
6/26/19,275.4891137,276.0178994,274.1671494,274.2804565,51584900,26,2,26,6,2019
6/27/19,275.0735782,275.7817763,274.6770034,275.2529907,40355200,27,3,26,6,2019
6/28/19,276.2727994,277.1887368,275.7345908,276.6694031,59350900,28,4,26,6,2019
7/1/19,280.1443221,280.3709651,277.9252952,279.1811829,78705600,1,0,27,7,2019
7/2/19,279.1339301,279.9648872,278.2557713,279.9082336,61504500,2,1,27,7,2019
7/3/19,280.6163541,282.1649609,280.4652684,282.1460571,40898900,3,2,27,7,2019
7/5/19,280.8619038,281.9950322,279.5116131,281.8250427,51677300,5,4,27,7,2019
7/8/19,280.4559323,281.6362626,279.7099555,280.2765198,45841800,8,0,28,7,2019
7/9/19,279.0678245,280.937449,279.0111709,280.6258545,41101300,9,1,28,7,2019
7/10/19,281.7400911,282.9582,281.1829788,281.9667053,58448500,10,2,28,7,2019
7/11/19,282.6370764,282.8825654,281.5795054,282.6276245,50826100,11,3,28,7,2019
7/12/19,283.1376665,283.9686237,282.81662,283.8930664,40326000,12,4,28,7,2019
7/15/19,284.3462823,284.3462823,283.4586716,283.9874573,33900000,15,0,29,7,2019
7/16/19,283.8930079,284.110199,282.7504563,283.0715027,36650100,16,1,29,7,2019
7/17/19,283.0432135,283.2131742,281.1452332,281.1452332,36036300,17,2,29,7,2019
7/18/19,280.6258906,282.5710727,280.1632104,282.174469,51392600,18,3,29,7,2019
7/19/19,283.3170282,283.3453549,280.4275821,280.6069946,58678600,19,4,29,7,2019
7/22/19,281.0224505,281.8628594,280.4842418,281.2962952,43638100,22,0,30,7,2019
7/23/19,282.4671761,283.3075562,281.5984404,283.3075562,44564500,23,1,30,7,2019
7/24/19,282.5143828,284.6389771,282.4199506,284.6389771,47213200,24,2,30,7,2019
7/25/19,284.1668158,284.2234693,282.4387965,283.2792053,55394100,25,3,30,7,2019
7/26/19,283.9968854,285.3849548,283.8646746,285.1772156,45084100,26,4,30,7,2019
7/29/19,285.0544405,285.1771994,284.0818497,284.6578369,38126500,29,0,31,7,2019
7/30/19,283.1942244,284.3840063,282.7976208,283.9590759,45849000,30,1,31,7,2019
7/31/19,284.214087,284.4124032,278.7468177,280.8525085,104245200,31,2,31,7,2019
8/1/19,281.013008,284.1007413,277.5758728,278.4068298,142646600,1,3,31,8,2019
8/2/19,277.4720633,277.7270043,274.6864722,276.3106079,116749700,2,4,31,8,2019
8/5/19,272.0330348,272.1463419,266.0180773,268.0010376,178745400,5,0,32,8,2019
8/6/19,269.9746326,271.9859204,268.4354771,271.7592773,120711700,6,1,32,8,2019
8/7/19,268.5487391,272.7223996,266.3202894,271.9197693,140572300,7,2,32,8,2019
8/8/19,273.4777955,277.2548523,272.9018081,277.2548523,87713900,8,3,32,8,2019
8/9/19,276.272788,276.8960058,273.506101,275.3663025,93730000,9,4,32,8,2019
8/12/19,273.7988043,275.3568342,271.0226656,272.0141602,65527600,12,0,33,8,2019
8/13/19,271.7025079,277.7552434,271.3436829,276.2444153,94299800,13,1,33,8,2019
8/14/19,272.0141625,272.6468033,267.9443866,268.0765686,135622100,14,2,33,8,2019
8/15/19,269.0019506,269.7196005,266.6507423,268.7847595,99556600,15,3,33,8,2019
8/16/19,270.5128005,273.2039302,268.8414345,272.7507019,83018300,16,4,33,8,2019
8/19/19,275.9045612,276.7449413,275.196363,276.0367432,53571800,19,0,34,8,2019
8/20/19,275.5079573,276.0650697,273.7894183,273.9216003,51596400,20,1,34,8,2019
8/21/19,276.1783817,276.5371779,275.4607317,276.1500549,49524700,21,2,34,8,2019
8/22/19,276.8865975,277.5475652,274.2143137,276.0650635,51666400,22,3,34,8,2019
8/23/19,274.7052916,276.4427339,267.6705134,268.9736023,149161500,23,4,34,8,2019
8/26/19,271.2587664,271.9480896,269.6629576,271.9480896,72423800,26,0,35,8,2019
8/27/19,273.402302,273.7894538,270.0879249,270.8811035,66668900,27,1,35,8,2019
8/28/19,270.1917563,272.9584433,269.3513473,272.7884827,59696700,28,2,35,8,2019
8/29/19,275.4606824,276.8204248,274.4125344,276.2727356,57899400,29,3,35,8,2019
8/30/19,277.8213921,277.840267,275.177464,276.1500549,62901200,30,4,35,8,2019
9/3/19,274.3748916,275.328579,273.1473307,274.5354004,69101400,3,1,36,9,2019
9/4/19,276.8015659,277.6702726,276.0178106,277.6513977,46887300,4,2,36,9,2019
9/5/19,280.2482036,282.174482,277.6136982,281.2207947,83258100,5,3,36,9,2019
9/6/19,281.5512632,282.1083756,280.843065,281.4379272,49584300,6,4,36,9,2019
9/9/19,282.4672311,282.5616345,280.5975774,281.5796204,51260300,9,0,37,9,2019
9/10/19,280.7864173,281.5796247,279.4739049,281.5135193,57947100,10,1,37,9,2019
9/11/19,281.8344397,283.6002086,281.1545686,283.5152283,68821100,11,2,37,9,2019
9/12/19,284.4595663,285.6021179,283.6663879,284.497345,72908700,12,3,37,9,2019
9/13/19,284.960108,285.3283849,283.9214114,284.3085632,62104800,13,4,37,9,2019
9/16/19,283.1281569,284.3557176,282.7599089,283.4303284,58191200,16,0,38,9,2019
9/17/19,283.2226513,284.2424442,283.0432388,284.1480408,41475500,17,1,38,9,2019
9/18/19,283.7419465,284.4312697,281.617352,284.3179626,73375800,18,2,38,9,2019
9/19/19,284.7239721,285.7626685,283.9496686,284.2990417,76560500,19,3,38,9,2019
9/20/19,284.9289682,285.2230685,282.130542,282.9558411,89565000,20,4,38,9,2019
9/23/19,282.263278,283.6387954,281.9976642,282.8893738,43476800,23,0,39,9,2019
9/24/19,284.0277257,284.4356274,279.6640463,280.6695862,94869400,24,1,39,9,2019
9/25/19,280.7549913,282.7945288,279.2087282,282.3297119,71854000,25,2,39,9,2019
9/26/19,282.3391848,282.55735,280.2711899,281.7415466,56179700,26,3,39,9,2019
9/27/19,282.5289062,282.6427654,278.6016146,280.2237549,84746600,27,4,39,9,2019
9/30/19,280.7644882,282.2633027,280.7170685,281.5233765,51662400,30,0,40,9,2019
10/1/19,282.4435555,283.1265666,277.947083,278.1747437,88242400,1,1,40,10,2019
10/2/19,276.524136,276.5336315,271.9138332,273.2608643,122539500,2,2,40,10,2019
10/3/19,273.0237987,275.5281829,270.1874188,275.4997253,85278800,3,3,40,10,2019
10/4/19,276.1826144,279.4933054,276.1256703,279.2276917,65091200,4,4,40,10,2019
10/7/19,278.3928962,280.0909426,277.7288474,278.0229187,59610500,7,0,41,10,2019
10/8/19,276.0878145,276.8561984,273.6688035,273.7067566,95708100,8,1,41,10,2019
10/9/19,275.8126642,277.2830211,275.1581108,276.3059387,62359400,9,2,41,10,2019
10/10/19,276.2205788,279.0949109,276.0498332,278.1747437,55296300,10,3,41,10,2019
10/11/19,281.0490067,283.3921107,280.9257098,281.0585022,98720400,11,4,41,10,2019
10/14/19,280.7264924,281.4284943,280.3850014,280.7454834,40394800,14,0,42,10,2019
10/15/19,281.8364125,284.3028426,281.7130867,283.5249634,46754500,15,1,42,10,2019
10/16/19,283.0411835,283.7906052,282.6143197,283.0696411,48928200,16,2,42,10,2019
10/17/19,284.2838019,284.8150294,283.183394,283.9043579,45736600,17,3,42,10,2019
10/18/19,283.344693,284.0182084,281.7699727,282.6616821,64304000,18,4,42,10,2019
10/21/19,284.0372478,284.7866405,283.5818974,284.5779419,39048600,21,0,43,10,2019
10/22/19,285.1376651,285.441232,283.5534777,283.6483459,48594700,22,1,43,10,2019
10/23/19,283.3827504,284.5305785,283.1645562,284.4736633,34352200,23,2,43,10,2019
10/24/19,285.450681,285.6024644,284.0751635,284.9384155,35453100,24,3,43,10,2019
10/25/19,284.3407676,286.6744052,284.2838524,286.1052246,45205400,25,4,43,10,2019
10/28/19,287.3763435,288.2395954,287.3478859,287.7178345,42147000,28,0,44,10,2019
10/29/19,287.4333347,288.6001537,287.3005133,287.6325378,44284900,29,1,44,10,2019
10/30/19,287.8411956,288.9036507,286.4751737,288.51474,49643900,30,2,44,10,2019
10/31/19,288.5052857,288.5052857,286.2285918,287.7463684,69053800,31,3,44,10,2019
11/1/19,289.2546944,290.4594375,289.0839199,290.4120178,71141500,1,4,44,11,2019
11/4/19,292.0341773,292.1764652,291.1898872,291.5788269,60606900,4,0,45,11,2019
11/5/19,291.7874836,292.100546,290.9526892,291.2562561,42933200,5,1,45,11,2019
11/6/19,291.2562517,291.6072382,290.3360845,291.3226624,46487100,6,2,45,11,2019
11/7/19,292.7171761,293.7416782,291.853924,292.3471985,54272300,7,3,45,11,2019
